ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
AFG,Afghanistan,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    ,0.834338837626                    
ALB,Albania,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    ,0.209787197318                    
DZA,Algeria,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    ,0.534835324883                    
AND,Andorra,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    ,0.353832971817                    
AGO,Angola,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    ,1.0                    
ATG,Antigua and Barbuda,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    ,0.421980647647                    
ARG,Argentina,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    ,0.377839107318                    
ARM,Armenia,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    ,0.181141989174                    
AUS,Australia,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    ,0.500646682784                    
AUT,Austria,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    ,0.257063912273                    
AZE,Azerbaijan,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    ,0.339627327541                    
BHS,Bahamas,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    ,0.461465282888                    
BHR,Bahrain,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    ,0.538086448922                    
BGD,Bangladesh,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    ,0.441869912928                    
BRB,Barbados,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    ,0.289736129144                    
BLR,Belarus,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    ,0.0598055017241                    
BEL,Belgium,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    ,0.260008634008                    
BLZ,Belize,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    ,0.784763683998                    
