ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
AFG,Afghanistan,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    ,0.197341953222                    
ALB,Albania,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    
DZA,Algeria,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    ,0.111746298611                    
AND,Andorra,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    
AGO,Angola,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    ,0.284666211338                    
ATG,Antigua and Barbuda,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    
ARG,Argentina,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    ,0.111743445983                    
ARM,Armenia,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    
AUS,Australia,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    
AUT,Austria,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    ,0.111740585246                    
