ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
AFG,Afghanistan,,-2.54446744918823,,-2.56591248512268,,-2.56841588020325,,-2.21129369735718,-2.26279711723328,-2.29548144340515,-2.08842182159424,-2.23109436035156,-2.39628744125366,-2.68935298919678,-2.70444989204407,-2.54981923103333,-2.48312520980835,-2.39241695404053,-2.5038115978241,-2.45806694030762
ALB,Albania,,-0.431562215089798,,-0.660371065139771,,-0.646670937538147,,-0.387306332588196,-0.330530107021332,-0.449789017438889,-0.493627429008484,-0.485085338354111,-0.198142901062965,-0.0331167317926884,-0.0512325540184975,-0.191314235329628,-0.28855574131012,-0.15804386138916,0.0549472086131573,0.473254770040512
DZA,Algeria,,-1.8595677614212,,-1.96150887012482,,-1.50391066074371,,-1.69783329963684,-1.7780659198761,-1.37152016162872,-0.92942750453949,-1.11955618858337,-1.12534761428833,-1.09284639358521,-1.21522963047028,-1.26249086856842,-1.36465978622437,-1.31856608390808,-1.18403828144073,-1.17141842842102
AND,Andorra,,1.10697185993195,,1.11429846286774,,1.10460090637207,,1.21496820449829,1.46208715438843,1.43389320373535,1.41684985160828,1.40200591087341,1.38458132743835,1.37757158279419,1.31697678565979,1.30648458003998,1.33813083171844,1.32358860969543,1.32207322120667,1.33159673213959
AGO,Angola,,-2.10554718971252,,-2.34520602226257,,-2.0854606628418,,-1.61517918109894,-1.02709352970123,-1.03920745849609,-0.893931925296783,-0.540907263755798,-0.696600735187531,-0.349961519241333,-0.369803935289383,-0.216324865818024,-0.360322207212448,-0.380921721458435,-0.385451436042786,-0.273348599672318
ATG,Antigua and Barbuda,,0.646916091442108,,0.652129173278809,,0.643760323524475,,0.718024492263794,0.853680193424225,1.14602816104889,0.853083848953247,0.840201318264008,0.832733750343323,0.844783961772919,0.745509147644043,0.931939363479614,0.979702889919281,0.993766605854034,0.976155757904053,0.957360625267029
ARG,Argentina,,0.023260697722435,,-0.181680873036385,,0.0482401624321938,,-0.858247458934784,-0.380413413047791,-0.570739090442657,-0.0138748018071055,0.0173290390521288,0.122657634317875,-0.0730445459485054,-0.235124498605728,-0.0872479826211929,0.139425218105316,0.083812840282917,0.045392919331789,0.075252003967762
ARM,Armenia,,-0.519977450370789,,-0.761886358261108,,-0.802953898906708,,-0.360572785139084,0.206368684768677,-0.122763134539127,-0.0621791854500771,-0.279433935880661,0.110335104167461,-0.0162545870989561,0.229834169149399,0.0274595338851213,-0.088933989405632,0.114762343466282,0.0683936774730682,-0.205437257885933
AUS,Australia,,1.33342242240906,,1.00659418106079,,1.26030564308167,,1.11189222335815,0.849945545196533,0.919686675071716,0.878437280654907,0.918026447296143,0.927785217761993,0.950262188911438,0.826965749263763,0.871391117572784,0.929762482643127,0.995007395744324,1.01689445972443,1.08170700073242
AUT,Austria,,1.33112716674805,,1.06969809532166,,0.79394793510437,,1.28321623802185,0.948746204376221,1.07458031177521,1.10467648506165,1.07921421527863,1.27842462062836,1.33985447883606,1.16598844528198,1.12372100353241,1.1786493062973,1.32327568531036,1.34187817573547,1.29413449764252
AZE,Azerbaijan,,-0.916575789451599,,-0.82908684015274,,-0.92818409204483,,-1.29402494430542,-1.0049352645874,-1.08661150932312,-1.11490750312805,-1.0848388671875,-0.646004140377045,-0.330871760845184,-0.294726133346558,-0.25327804684639,-0.525033414363861,-0.687900722026825,-0.408849895000458,-0.501832544803619
BHS,Bahamas,,0.978996396064758,,0.995201647281647,,1.18878030776978,,0.899500012397766,0.822168409824371,0.917442858219147,0.957021713256836,0.852687418460846,0.749954164028168,0.799532234668732,0.862514615058899,0.993752300739288,1.09759485721588,1.17063558101654,1.11829280853271,1.01949751377106
BHR,Bahrain,,-0.411950498819351,,-0.264172822237015,,-0.0159222222864628,,0.192737191915512,0.42801907658577,0.288486808538437,-0.0239662304520607,-0.390185445547104,-0.241927951574326,-0.235914766788483,-0.162725687026978,-0.506586134433746,-0.960101187229156,-1.13749897480011,-1.34518897533417,-0.941215515136719
BGD,Bangladesh,,-0.61253947019577,,-0.453661799430847,,-0.766134977340698,,-1.07861256599426,-1.141557097435,-1.37958908081055,-1.84148359298706,-1.47621071338654,-1.49828064441681,-1.48281002044678,-1.54108226299286,-1.39873051643372,-1.39297032356262,-1.35425233840942,-1.62846183776855,-0.87641978263855
BRB,Barbados,,0.960007131099701,,0.99563729763031,,1.0486820936203,,0.993800282478333,0.907076597213745,1.15472257137299,1.15073037147522,0.942500829696655,1.0890406370163,1.10191881656647,1.06445252895355,1.09381628036499,1.27828538417816,1.22212672233582,1.29681992530823,1.34683132171631
BLR,Belarus,,0.00401893723756075,,0.0210178233683109,,0.0583451464772224,,0.225316807627678,0.679559111595154,0.164913907647133,0.347500145435333,0.131609976291656,0.306979715824127,0.502490758895874,0.468292206525803,-0.132864475250244,-0.121097333729267,0.0211876202374697,-0.0416075587272644,0.123558208346367
BEL,Belgium,,1.21119582653046,,0.97111839056015,,1.04783809185028,,1.17139077186584,0.837679982185364,0.703575611114502,0.782154262065887,0.848230123519897,0.767971217632294,0.621007859706879,0.792106986045837,0.781590223312378,0.934692740440369,0.900993824005127,0.917740762233734,0.714276492595673
BLZ,Belize,,0.460658073425293,,0.499040126800537,,0.105227798223495,,0.343987435102463,0.469381988048553,0.436372339725494,0.10799191147089,0.054783396422863,0.164801806211472,0.180901661515236,0.027833690866828,0.0636423230171204,0.146382927894592,0.180853843688965,0.171360477805138,0.054302092641592
