ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
AFG,Afghanistan,-2.54446744919                    ,-2.54446744919                    ,-2.55518996716                    ,-2.56591248512                    ,-2.56716418266                    ,-2.5684158802                    ,-2.38985478878                    ,-2.21129369736                    ,-2.26279711723                    ,-2.29548144341                    ,-2.08842182159                    ,-2.23109436035                    ,-2.39628744125                    ,-2.6893529892                    ,-2.70444989204                    ,-2.54981923103                    ,-2.48312520981                    ,-2.39241695404                    ,-2.50381159782                    ,-2.45806694031                    
ALB,Albania,-0.43156221509                    ,-0.43156221509                    ,-0.545966640115                    ,-0.66037106514                    ,-0.653521001339                    ,-0.646670937538                    ,-0.516988635063                    ,-0.387306332588                    ,-0.330530107021                    ,-0.449789017439                    ,-0.493627429008                    ,-0.485085338354                    ,-0.198142901063                    ,-0.0331167317927                    ,-0.0512325540185                    ,-0.19131423533                    ,-0.28855574131                    ,-0.158043861389                    ,0.0549472086132                    ,0.473254770041                    
DZA,Algeria,-1.85956776142                    ,-1.85956776142                    ,-1.91053831577                    ,-1.96150887012                    ,-1.73270976543                    ,-1.50391066074                    ,-1.60087198019                    ,-1.69783329964                    ,-1.77806591988                    ,-1.37152016163                    ,-0.929427504539                    ,-1.11955618858                    ,-1.12534761429                    ,-1.09284639359                    ,-1.21522963047                    ,-1.26249086857                    ,-1.36465978622                    ,-1.31856608391                    ,-1.18403828144                    ,-1.17141842842                    
AND,Andorra,1.10697185993                    ,1.10697185993                    ,1.1106351614                    ,1.11429846287                    ,1.10944968462                    ,1.10460090637                    ,1.15978455544                    ,1.2149682045                    ,1.46208715439                    ,1.43389320374                    ,1.41684985161                    ,1.40200591087                    ,1.38458132744                    ,1.37757158279                    ,1.31697678566                    ,1.30648458004                    ,1.33813083172                    ,1.3235886097                    ,1.32207322121                    ,1.33159673214                    
AGO,Angola,-2.10554718971                    ,-2.10554718971                    ,-2.22537660599                    ,-2.34520602226                    ,-2.21533334255                    ,-2.08546066284                    ,-1.85031992197                    ,-1.6151791811                    ,-1.0270935297                    ,-1.0392074585                    ,-0.893931925297                    ,-0.540907263756                    ,-0.696600735188                    ,-0.349961519241                    ,-0.369803935289                    ,-0.216324865818                    ,-0.360322207212                    ,-0.380921721458                    ,-0.385451436043                    ,-0.273348599672                    
ATG,Antigua and Barbuda,0.646916091442                    ,0.646916091442                    ,0.64952263236                    ,0.652129173279                    ,0.647944748402                    ,0.643760323524                    ,0.680892407894                    ,0.718024492264                    ,0.853680193424                    ,1.14602816105                    ,0.853083848953                    ,0.840201318264                    ,0.832733750343                    ,0.844783961773                    ,0.745509147644                    ,0.93193936348                    ,0.979702889919                    ,0.993766605854                    ,0.976155757904                    ,0.957360625267                    
ARG,Argentina,0.0232606977224                    ,0.0232606977224                    ,-0.079210087657                    ,-0.181680873036                    ,-0.0667203553021                    ,0.0482401624322                    ,-0.405003648251                    ,-0.858247458935                    ,-0.380413413048                    ,-0.570739090443                    ,-0.0138748018071                    ,0.0173290390521                    ,0.122657634318                    ,-0.0730445459485                    ,-0.235124498606                    ,-0.0872479826212                    ,0.139425218105                    ,0.0838128402829                    ,0.0453929193318                    ,0.0752520039678                    
ARM,Armenia,-0.519977450371                    ,-0.519977450371                    ,-0.640931904316                    ,-0.761886358261                    ,-0.782420128584                    ,-0.802953898907                    ,-0.581763342023                    ,-0.360572785139                    ,0.206368684769                    ,-0.122763134539                    ,-0.0621791854501                    ,-0.279433935881                    ,0.110335104167                    ,-0.016254587099                    ,0.229834169149                    ,0.0274595338851                    ,-0.0889339894056                    ,0.114762343466                    ,0.0683936774731                    ,-0.205437257886                    
AUS,Australia,1.33342242241                    ,1.33342242241                    ,1.17000830173                    ,1.00659418106                    ,1.13344991207                    ,1.26030564308                    ,1.18609893322                    ,1.11189222336                    ,0.849945545197                    ,0.919686675072                    ,0.878437280655                    ,0.918026447296                    ,0.927785217762                    ,0.950262188911                    ,0.826965749264                    ,0.871391117573                    ,0.929762482643                    ,0.995007395744                    ,1.01689445972                    ,1.08170700073                    
AUT,Austria,1.33112716675                    ,1.33112716675                    ,1.20041263103                    ,1.06969809532                    ,0.931823015213                    ,0.793947935104                    ,1.03858208656                    ,1.28321623802                    ,0.948746204376                    ,1.07458031178                    ,1.10467648506                    ,1.07921421528                    ,1.27842462063                    ,1.33985447884                    ,1.16598844528                    ,1.12372100353                    ,1.1786493063                    ,1.32327568531                    ,1.34187817574                    ,1.29413449764                    
AZE,Azerbaijan,-0.916575789452                    ,-0.916575789452                    ,-0.872831314802                    ,-0.829086840153                    ,-0.878635466099                    ,-0.928184092045                    ,-1.11110451818                    ,-1.29402494431                    ,-1.00493526459                    ,-1.08661150932                    ,-1.11490750313                    ,-1.08483886719                    ,-0.646004140377                    ,-0.330871760845                    ,-0.294726133347                    ,-0.253278046846                    ,-0.525033414364                    ,-0.687900722027                    ,-0.408849895                    ,-0.501832544804                    
BHS,Bahamas,0.978996396065                    ,0.978996396065                    ,0.987099021673                    ,0.995201647282                    ,1.09199097753                    ,1.18878030777                    ,1.04414016008                    ,0.899500012398                    ,0.822168409824                    ,0.917442858219                    ,0.957021713257                    ,0.852687418461                    ,0.749954164028                    ,0.799532234669                    ,0.862514615059                    ,0.993752300739                    ,1.09759485722                    ,1.17063558102                    ,1.11829280853                    ,1.01949751377                    
