ISO3,Name,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
AFG,Afghanistan,0.195643390635                    ,0.195643390635                    ,0.195624491989                    ,0.195605593343                    ,0.194443638543                    ,0.193281683743                    ,0.201764447129                    ,0.211415162661                    ,0.216812429012                    ,0.217695496825                    ,0.214889132022                    ,0.210692970165                    ,0.220887006689                    ,0.22090701598                    ,0.243793929291                    ,0.239142459196                    ,0.246112023521                    ,0.260552417261                    ,0.268274094577                    ,0.27477540319                    
ALB,Albania,0.339935638579                    ,0.34078863184                    ,0.340763185726                    ,0.339803321875                    ,0.341438816366                    ,0.34267449499                    ,0.349297923193                    ,0.356569624613                    ,0.358304009595                    ,0.374266019958                    ,0.343963252392                    ,0.354911637409                    ,0.377982733427                    ,0.439798430205                    ,0.455268667522                    ,0.470091678471                    ,0.489821368469                    ,0.500774757761                    ,0.512579634638                    ,0.520557363274                    
DZA,Algeria,0.312588878601                    ,0.31439480287                    ,0.310724103551                    ,0.307344863548                    ,0.312522912725                    ,0.317819228372                    ,0.323279514064                    ,0.329490242045                    ,0.335783373693                    ,0.311915675332                    ,0.329987059717                    ,0.328062518873                    ,0.337456350388                    ,0.338780816514                    ,0.337149637237                    ,0.336050093138                    ,0.336586310187                    ,0.339205301061                    ,0.339627072316                    ,0.33683581038                    
AND,Andorra,,,,,,,,,,,,,,,,,,,,
AGO,Angola,0.102204847173                    ,0.10220648572                    ,0.0961522404274                    ,0.0900990143701                    ,0.0902026949908                    ,0.0905180602579                    ,0.10441714196                    ,0.118329942272                    ,0.138330084859                    ,0.158417866195                    ,0.21713112936                    ,0.234854583797                    ,0.238290123959                    ,0.256749640109                    ,0.258367684948                    ,0.267169664267                    ,0.272255887734                    ,0.279376995069                    ,0.286346188277                    ,0.292128387298                    
ATG,Antigua and Barbuda,0.500756535089                    ,0.501069006496                    ,0.502014664742                    ,0.502944574915                    ,0.505107658888                    ,0.509211388375                    ,0.509084836501                    ,0.514589235288                    ,0.520028425698                    ,0.526921850154                    ,0.531049485289                    ,0.549771582759                    ,0.556255262953                    ,0.566541732465                    ,0.588558162423                    ,0.591112438219                    ,0.5833164494                    ,0.600547585292                    ,0.595237222663                    ,0.562413770435                    
ARG,Argentina,0.410336603174                    ,0.412796050277                    ,0.40866989351                    ,0.405700402378                    ,0.406522718977                    ,0.410813232819                    ,0.386104204974                    ,0.367624548313                    ,0.383794858138                    ,0.413280927502                    ,0.424322424176                    ,0.44130750097                    ,0.447504899572                    ,0.445261505806                    ,0.447166105485                    ,0.455830663371                    ,0.46459003131                    ,0.451654924994                    ,0.453341308185                    ,0.447670158832                    
ARM,Armenia,0.411554266283                    ,0.40641911175                    ,0.407294758114                    ,0.426993667243                    ,0.432506453895                    ,0.433624072053                    ,0.439640857998                    ,0.458217868549                    ,0.473181302015                    ,0.472420466889                    ,0.445902879783                    ,0.461950376021                    ,0.482289995451                    ,0.498110645579                    ,0.498319832253                    ,0.508762007204                    ,0.514512319462                    ,0.540499759189                    ,0.543083077691                    ,0.545411560785                    
AUS,Australia,0.75795017092                    ,0.75911871119                    ,0.76017058459                    ,0.760650686753                    ,0.766124853854                    ,0.773914567323                    ,0.777596905695                    ,0.785166085602                    ,0.790538983774                    ,0.782646253551                    ,0.755848686057                    ,0.770378950884                    ,0.772397087137                    ,0.775322526804                    ,0.770590733499                    ,0.767902686771                    ,0.771268394746                    ,0.773528641505                    ,0.781566686949                    ,0.791350425551                    
AUT,Austria,0.731869047405                    ,0.744637110224                    ,0.749530218122                    ,0.754491375729                    ,0.760549014019                    ,0.767843019763                    ,0.774740961387                    ,0.769462871707                    ,0.765992150387                    ,0.768754958159                    ,0.757487394844                    ,0.765164069891                    ,0.776696111746                    ,0.777266561257                    ,0.774386895308                    ,0.785858518552                    ,0.78647395146                    ,0.793423963674                    ,0.806433181554                    ,0.809934914295                    
